Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Senator Cory Booker,SenatorCoryBooker,297200417819561,GOVERNMENT_OFFICIAL,US,"Cory Booker was raised in Harrington Park, living his life as a proud New Jerseyan. After graduating from Northern Valley Regional High School, Booker received his undergraduate degree from Stanford University where he played on the varsity football team. While at Stanford, he also was awarded a Rhodes Scholarship and went on to study at the University of Oxford where he received an honors degree in History. Booker then completed his education at Yale Law School, receiving his J.D. in 1997.

After law school, Booker moved to Newark – where he still lives to this day – and started a nonprofit organization to provide legal services for low-income families and help tenants take on slumlords, improve living conditions, and stay in their homes.

At the age of twenty-nine, Booker was elected to the Newark City Council from the city’s Central Ward. In the seventeen years since, Booker has worked tirelessly at the local and national levels to improve the lives of New Jerseyans and Americans.

Starting in 2006, Booker proudly served as Newark’s mayor for more than seven years. During his tenure, the city entered its largest period of economic growth since the 1960s. In addition, overall crime declined and the quality of life for residents improved due to initiatives such as more affordable housing, new green spaces and parks, increased educational opportunities, and more efficient city services.

On October 16th, 2013, Booker won a special election to represent New Jersey in the United States Senate. On November 4th, 2014, Senator Booker was re-elected to a full six year term. As New Jersey’s junior Senator, Cory Booker has brought an innovative and bipartisan approach to tackling some of the most difficult problems facing New Jersey and our country.

Senator Booker has established himself as an innovative and bipartisan problem-solver committed to developing collaborative solutions that address some of our most complex challenges. Whether it’s advocating for more federal resources to modernize New Jersey’s transportation system, securing funds to continue the long recovery from Superstorm Sandy, or ensuring that our communities are safe from the effects of pollution and climate change, Booker has proven his steadfast commitment to standing up for what matters most to New Jerseyans. Booker has also emerged as a national leader in the Congressional push for common sense criminal justice reform, advocating for front-end sentencing reforms, pushing for the banning of juvenile solitary confinement in federal facilities, and spearheading legislation to make the hiring process fairer for the formerly incarcerated. Booker has also partnered with colleagues on both sides of the aisle to create a number of economic proposals, from increased small business investment to apprenticeship programs, with the hope of fostering greater economic mobility and opportunity for individual Americans.
",2019-02-04 13:52:07 CET,1105767,1099320,2021-04-23 03:07:47 CEST,2021-04-23,03:07:47,Native Video,"1,054",679,113,109,118,1,8,1,3,22,owned,Yes,13193,14181,0,00:10:01,https://www.facebook.com/297200417819561/posts/812862839586647,"Today's hearing is about finding solutions. Police officers have been made first responders for mental illness, intellectual developmental disabilities, substance use, and homelessness. And people with behavioral health issues need help, not harm.",https://www.facebook.com/SenatorCoryBooker/videos/488303325552287/,,,Watch: Senator Booker delivers opening remarks on behavioral health and policing,,,,,1.09
Senator John Kennedy,SenatorJohnKennedy,915504505253663,GOVERNMENT_OFFICIAL,US,U.S. Senator working on behalf of the people of Louisiana,2017-01-06 23:00:07 CET,67528,153576,2021-05-05 18:29:58 CEST,2021-05-05,18:29:58,Native Video,"3,939",2166,575,755,258,9,131,10,32,3,owned,Yes,25211,28792,0,00:02:16,https://www.facebook.com/915504505253663/posts/2207353129402121,"If Facebook and Twitter want to be Bolsheviks, that's their right. But they can't act on their politics and censor people—that's just wrong.",https://www.facebook.com/SenatorJohnKennedy/videos/367108131388334/,,,Kennedy condemns social media for playing politics,,,,,1.09
Sen. Marsha Blackburn,marshablackburn,6470828395,GOVERNMENT_OFFICIAL,US,"Washington D.C.
B40B Dirksen Senate Office Building
Washington, DC 20510
Telephone (202) 224-3344

Chattanooga
10 West M. L. King Blvd., 6th Floor
Chattanooga, TN 37402
Telephone (423) 541-2939
 
Jackson
91 Stonebridge Blvd, Suite 103
Jackson, TN 38305
Telephone (731) 660-3971
 
Knoxville
800 Market Street, Suite 121
Knoxville, TN 37902
Telephone (865) 540-3781
 
Memphis
100 Peabody Place, Suite 1125
Memphis, TN 38103
Telephone (901) 527-9199
 
Tri-Cities
1105 East Jackson Blvd, Suite 4
Jonesborough, TN 37659
Telephone (423) 753-4009
 
Nashville
3322 West End Avenue Suite 610
Nashville, TN  37203
Phone: (629) 800-6600
Fax: (615) 298-2148",2013-04-09 00:41:56 CEST,91947,131494,2021-04-08 20:07:49 CEST,2021-04-08,20:07:49,Link,"1,315",144,375,184,6,10,7,25,563,1,,-,0,0,0,N/A,https://www.facebook.com/6470828395/posts/10159101555078396,A return to failed foreign policies of the past— the Biden administration is using your tax dollars to restore millions of taxpayer dollars to the Palestinian Authority without concessions and rejoin the corrupt United Nations Relief and Works Agency for Palestine refugees without reforms.,https://www.foxnews.com/politics/u-s-to-restore-aid-to-palestinians-in-235-million-funding-package,,,US to 'restore' aid to Palestinians with $235 million funding package,"The Biden administration announced Wednesday it will ""restore"" $235 million in humanitarian funding for programs that support Palestinian economic relief.",,,,1.09
Senator Cory Booker,SenatorCoryBooker,297200417819561,GOVERNMENT_OFFICIAL,US,"Cory Booker was raised in Harrington Park, living his life as a proud New Jerseyan. After graduating from Northern Valley Regional High School, Booker received his undergraduate degree from Stanford University where he played on the varsity football team. While at Stanford, he also was awarded a Rhodes Scholarship and went on to study at the University of Oxford where he received an honors degree in History. Booker then completed his education at Yale Law School, receiving his J.D. in 1997.

After law school, Booker moved to Newark – where he still lives to this day – and started a nonprofit organization to provide legal services for low-income families and help tenants take on slumlords, improve living conditions, and stay in their homes.

At the age of twenty-nine, Booker was elected to the Newark City Council from the city’s Central Ward. In the seventeen years since, Booker has worked tirelessly at the local and national levels to improve the lives of New Jerseyans and Americans.

Starting in 2006, Booker proudly served as Newark’s mayor for more than seven years. During his tenure, the city entered its largest period of economic growth since the 1960s. In addition, overall crime declined and the quality of life for residents improved due to initiatives such as more affordable housing, new green spaces and parks, increased educational opportunities, and more efficient city services.

On October 16th, 2013, Booker won a special election to represent New Jersey in the United States Senate. On November 4th, 2014, Senator Booker was re-elected to a full six year term. As New Jersey’s junior Senator, Cory Booker has brought an innovative and bipartisan approach to tackling some of the most difficult problems facing New Jersey and our country.

Senator Booker has established himself as an innovative and bipartisan problem-solver committed to developing collaborative solutions that address some of our most complex challenges. Whether it’s advocating for more federal resources to modernize New Jersey’s transportation system, securing funds to continue the long recovery from Superstorm Sandy, or ensuring that our communities are safe from the effects of pollution and climate change, Booker has proven his steadfast commitment to standing up for what matters most to New Jerseyans. Booker has also emerged as a national leader in the Congressional push for common sense criminal justice reform, advocating for front-end sentencing reforms, pushing for the banning of juvenile solitary confinement in federal facilities, and spearheading legislation to make the hiring process fairer for the formerly incarcerated. Booker has also partnered with colleagues on both sides of the aisle to create a number of economic proposals, from increased small business investment to apprenticeship programs, with the hope of fostering greater economic mobility and opportunity for individual Americans.
",2019-02-04 13:52:07 CET,1106124,1099664,2021-04-17 16:57:24 CEST,2021-04-17,16:57:24,Link,"2,121",1605,117,101,239,0,15,1,6,37,,-,0,0,0,N/A,https://www.facebook.com/297200417819561/posts/809689263237338,Kids born into poverty face a steep uphill battle including worse education outcomes and health issues. Permanently expanding the Child Tax Credit would lift millions out of poverty. This is the kind of compassionate governing we need to reduce racial inequality and help families.,https://www.nj.com/coronavirus/2021/04/stimulus-check-update-booker-wins-biden-support-for-making-higher-child-tax-credit-permanent.html,,,Stimulus check update: Booker wins Biden support for making higher child tax credit permanent,U.S. Sen. Cory Booker visited the White House for the first time in more than four years and came away with support for higher tax credits for low-income households with or without children.,,,,1.08
Senator Shelley Moore Capito,senshelley,8057864757,GOVERNMENT_OFFICIAL,US,Proudly representing West Virginia in the United States Senate. ,2013-04-09 00:40:37 CEST,29190,55324,2021-04-28 22:03:32 CEST,2021-04-28,22:03:32,Link,171,50,96,1,5,0,17,1,1,0,,-,0,0,0,N/A,https://www.facebook.com/8057864757/posts/10159189770779758,These are the core areas our infrastructure framework focuses on: 🛣Roads 🌉Bridges 🚍Public Transit 🚆Rail 🚰Drinking Water & Waste Water 🦺 Safety 🚢Ports & Inland Waterways ✈️Airports 📶Broadband 💧Water Storage More here: https://bit.ly/2S6pyQQ:=:https://www.epw.senate.gov/public/_cache/files/f/b/fb56e9d2-5c5b-45c9-8491-9b82c81a2371/8ECCF625FDADCA9F4E365C1D355D9D42.full-document-gop-infrastructure-plan-6-.pdf,https://bit.ly/2S6pyQQ,https://www.epw.senate.gov/public/_cache/files/f/b/fb56e9d2-5c5b-45c9-8491-9b82c81a2371/8ECCF625FDADCA9F4E365C1D355D9D42.full-document-gop-infrastructure-plan-6-.pdf,,www.epw.senate.gov:=:https://www.epw.senate.gov/public/,,,,,1.08
Senator Roger Wicker,SenatorWicker,158401580882385,GOVERNMENT_OFFICIAL,,Proudly serving the great state of Mississippi. I want to hear from you. Contact my office at http://wicker.senate.gov.,2015-02-21 00:50:03 CET,13629,63570,2021-04-12 20:40:56 CEST,2021-04-12,20:40:56,Native Video,134,37,66,1,0,1,18,2,9,0,owned,Yes,1131,1132,0,00:02:01,https://www.facebook.com/158401580882385/posts/3801274569928383,"The tax package of 2017 was Republicans’ signature accomplishment. Before the pandemic, these actions led to an unheard of low unemployment rate of 3.5% and was about to usher in even greater economic growth. President Biden’s proposal on increasing the corporate tax rate would reverse any of this progress.",https://www.facebook.com/SenatorWicker/videos/452168106039330/,,,,,,,,1.08
"Senator Roger Marshall, M.D.",RogerMarshallMD,232404617204556,GOVERNMENT_OFFICIAL,US,"Senator Roger Marshall, M.D. (R) is a U.S. Senator for the State of Kansas
",2017-01-06 15:19:01 CET,49218,54045,2021-04-11 00:09:42 CEST,2021-04-11,00:09:42,Status,539,172,302,7,7,1,40,2,8,0,,-,0,0,0,N/A,https://www.facebook.com/232404617204556/posts/1212464432531898,📺 Will be on Fox News shortly with Jon Scott talking about the border crisis and SCOTUS. Tune in!,,,,,,,,,1.08
Senator Steve Daines,SteveDainesMT,185361254941832,GOVERNMENT_OFFICIAL,US,"Fifth-generation Montanan & father of four, serving the people of Montana in the U.S. Senate.
To contact me, please visit www.daines.senate.gov",2014-08-26 06:21:59 CEST,21790,34337,2021-04-27 01:08:55 CEST,2021-04-27,01:08:55,Photo,857,396,307,40,15,3,84,4,7,1,,-,0,0,0,N/A,https://www.facebook.com/185361254941832/posts/2388795044598431,Joe Biden created this crisis on Day One when he rolled back commonsense immigration policies. The #BidenBorderCrisis is not going away. We need solutions from the Administration and we need them now.,https://www.facebook.com/SenatorTedCruz/photos/a.317349068377400/3852872291491709/?type=3,,,Senator Ted Cruz,"The crisis on our southern border is the worst I've ever seen.
 
That's why my colleagues and I are urging President Biden to take swift action to address the crisis and reverse the dangerous immigration policies that created it.

#BidenBorderCrisis",,,,1.08
Senator Richard Blumenthal,SenBlumenthal,289987304364966,GOVERNMENT_OFFICIAL,US,"If you are looking for the official source of information about Senator Blumenthal, please visit http://blumenthal.senate.gov/",2014-09-19 23:33:31 CEST,47436,76882,2021-05-06 23:25:12 CEST,2021-05-06,23:25:12,Link,506,258,127,20,65,1,27,2,1,5,,-,0,0,0,N/A,https://www.facebook.com/289987304364966/posts/4324147894282200,"Huge swaths of open space, water, & wildlife will be preserved forever as a result of local action spurred by this report. It is an inspiring vision—with sweeping & enduring potential benefits to America’s economy & environment.",https://www.doi.gov/pressreleases/biden-harris-administration-outlines-america-beautiful-initiative,,,Biden-Harris Administration Outlines “America the Beautiful” Initiative,"Today the Biden-Harris administration outlined a vision for how the United States can work collaboratively to conserve and restore the lands, waters, and wildlife that support and sustain the nation. The recommendations are contained in a report released today, outlining a locally led and voluntary....",,,,1.08
Senator Ted Cruz,SenatorTedCruz,315496455229328,GOVERNMENT_OFFICIAL,US,Official Facebook page of U.S. Sen. Ted Cruz (R-TX). ,2014-08-18 20:43:36 CEST,1354531,1736654,2021-04-15 17:50:30 CEST,2021-04-15,17:50:30,Link,"11,231",8146,1971,540,176,38,241,20,82,17,,-,0,0,0,N/A,https://www.facebook.com/315496455229328/posts/3821267247985547,Agreed. https://www.breitbart.com/politics/2021/04/14/john-thune-biden-bears-responsibility-border-crisis/,https://www.breitbart.com/politics/2021/04/14/john-thune-biden-bears-responsibility-border-crisis/,,,John Thune: ‘Biden Bears a Lot of the Responsibility’ for Border Crisis,"Sen. John Thune said Joe Biden's administration ""bears a lot of the responsibility"" for the surge at the United States-Mexico border.",,,,1.08
John Barrasso,johnbarrasso,21146775942,GOVERNMENT_OFFICIAL,US,Welcome to my official Facebook page. Please review my facebook comments policy here: http://barrasso.senate.gov/public/_files/Facbook_Comments_Policy.pdf,2013-04-09 00:41:38 CEST,16944,28712,2021-04-15 20:07:14 CEST,2021-04-15,20:07:14,Native Video,350,122,130,34,3,2,29,4,25,1,owned,Yes,2595,3029,0,00:02:09,https://www.facebook.com/21146775942/posts/10158986239290943,Joe Biden’s “infrastructure” bill is a mere slush fund for liberal spending. It puts $174 billon toward electric vehicles and only $115 billion to fix roads and bridges. This is not what Americans think of when they think of infrastructure. They want safe roads not traffic jams.,https://www.facebook.com/johnbarrasso/videos/3743369252428340/,,,,,,,,1.08
Senator Ted Cruz,SenatorTedCruz,315496455229328,GOVERNMENT_OFFICIAL,US,Official Facebook page of U.S. Sen. Ted Cruz (R-TX). ,2014-08-18 20:43:36 CEST,1354791,1737775,2021-04-20 18:07:57 CEST,2021-04-20,18:07:57,Native Video,"11,275",8990,781,986,285,17,163,12,28,13,owned,Yes,83644,88732,0,00:07:32,https://www.facebook.com/315496455229328/posts/3835229366589335,"Zero accountability from #BigTech is dangerous not only for our free speech, but also for the integrity of our elections.",https://www.facebook.com/SenatorTedCruz/videos/527852085267601/,,,,,,,,1.08
Senator Steve Daines,SteveDainesMT,185361254941832,GOVERNMENT_OFFICIAL,US,"Fifth-generation Montanan & father of four, serving the people of Montana in the U.S. Senate.
To contact me, please visit www.daines.senate.gov",2014-08-26 06:21:59 CEST,21703,34263,2021-04-10 01:26:42 CEST,2021-04-10,01:26:42,Link,926,116,385,34,10,12,72,24,273,0,,-,0,0,0,N/A,https://www.facebook.com/185361254941832/posts/2374524466025489,More like court-packing commission. Once again Biden is caving to left wing activists as they try to reshape the government in their favor and hurt our Montana way of life.,https://t.co/cUncPYlyhF,https://www.politico.com/news/2021/04/09/biden-supreme-court-reform-commission-480582,,Biden signs executive order on Supreme Court reform commission,The president held up the commission as a more conscientious approach to studying the issue of court-packing.,,,,1.08
Senator Mike Braun,SenatorBraun,2054764874600948,GOVERNMENT_OFFICIAL,US,"Official Facebook of U.S. Senator from Indiana, Mike Braun. 

To contact Senator Braun, please visit http://Braun.senate.gov",2019-01-10 18:56:24 CET,38006,80506,2021-04-12 18:13:21 CEST,2021-04-12,18:13:21,Link,"1,130",336,552,51,4,4,100,14,69,0,,-,0,0,0,N/A,https://www.facebook.com/2054764874600948/posts/3912962622114488,"Everything that Biden has proposed, it’s just piling onto our already trillion dollar deficits because we’re not offsetting any spending.",https://www.wabashplaindealer.com/news/braun-tours-whites/article_49ac2236-4736-576c-a3e4-9e9500de65da.html,,,Braun tours White's,"During the current Senate recess, senators have been making their way back to their home states, and Wabash was the site of two separate visits during the past week.",,,,1.07
Sen. Marsha Blackburn,marshablackburn,6470828395,GOVERNMENT_OFFICIAL,US,"Washington D.C.
B40B Dirksen Senate Office Building
Washington, DC 20510
Telephone (202) 224-3344

Chattanooga
10 West M. L. King Blvd., 6th Floor
Chattanooga, TN 37402
Telephone (423) 541-2939
 
Jackson
91 Stonebridge Blvd, Suite 103
Jackson, TN 38305
Telephone (731) 660-3971
 
Knoxville
800 Market Street, Suite 121
Knoxville, TN 37902
Telephone (865) 540-3781
 
Memphis
100 Peabody Place, Suite 1125
Memphis, TN 38103
Telephone (901) 527-9199
 
Tri-Cities
1105 East Jackson Blvd, Suite 4
Jonesborough, TN 37659
Telephone (423) 753-4009
 
Nashville
3322 West End Avenue Suite 610
Nashville, TN  37203
Phone: (629) 800-6600
Fax: (615) 298-2148",2013-04-09 00:41:56 CEST,92078,131556,2021-04-20 15:54:31 CEST,2021-04-20,15:54:31,Native Video,"1,398",467,576,151,6,14,91,11,81,1,owned,Yes,8701,9467,0,00:05:14,https://www.facebook.com/6470828395/posts/10159129360198396,Why does the left want to make it easier to cheat in our elections?,https://www.facebook.com/marshablackburn/videos/186192113218485/,,,Why does the left want to make it easier to cheat in our elections?,,,,,1.07
Senator Cory Booker,SenatorCoryBooker,297200417819561,GOVERNMENT_OFFICIAL,US,"Cory Booker was raised in Harrington Park, living his life as a proud New Jerseyan. After graduating from Northern Valley Regional High School, Booker received his undergraduate degree from Stanford University where he played on the varsity football team. While at Stanford, he also was awarded a Rhodes Scholarship and went on to study at the University of Oxford where he received an honors degree in History. Booker then completed his education at Yale Law School, receiving his J.D. in 1997.

After law school, Booker moved to Newark – where he still lives to this day – and started a nonprofit organization to provide legal services for low-income families and help tenants take on slumlords, improve living conditions, and stay in their homes.

At the age of twenty-nine, Booker was elected to the Newark City Council from the city’s Central Ward. In the seventeen years since, Booker has worked tirelessly at the local and national levels to improve the lives of New Jerseyans and Americans.

Starting in 2006, Booker proudly served as Newark’s mayor for more than seven years. During his tenure, the city entered its largest period of economic growth since the 1960s. In addition, overall crime declined and the quality of life for residents improved due to initiatives such as more affordable housing, new green spaces and parks, increased educational opportunities, and more efficient city services.

On October 16th, 2013, Booker won a special election to represent New Jersey in the United States Senate. On November 4th, 2014, Senator Booker was re-elected to a full six year term. As New Jersey’s junior Senator, Cory Booker has brought an innovative and bipartisan approach to tackling some of the most difficult problems facing New Jersey and our country.

Senator Booker has established himself as an innovative and bipartisan problem-solver committed to developing collaborative solutions that address some of our most complex challenges. Whether it’s advocating for more federal resources to modernize New Jersey’s transportation system, securing funds to continue the long recovery from Superstorm Sandy, or ensuring that our communities are safe from the effects of pollution and climate change, Booker has proven his steadfast commitment to standing up for what matters most to New Jerseyans. Booker has also emerged as a national leader in the Congressional push for common sense criminal justice reform, advocating for front-end sentencing reforms, pushing for the banning of juvenile solitary confinement in federal facilities, and spearheading legislation to make the hiring process fairer for the formerly incarcerated. Booker has also partnered with colleagues on both sides of the aisle to create a number of economic proposals, from increased small business investment to apprenticeship programs, with the hope of fostering greater economic mobility and opportunity for individual Americans.
",2019-02-04 13:52:07 CET,1105648,1099185,2021-04-25 15:16:12 CEST,2021-04-25,15:16:12,Status,"2,019",1035,176,205,21,11,7,329,194,41,,-,0,0,0,N/A,https://www.facebook.com/297200417819561/posts/813724019500529,Today marks 7 years since the start of Flint’s lead crisis—one of the worst man-made environmental disasters in our history that's still hurting families today. Far too many communities in our nation have toxic levels of lead. We must end this environmental injustice.,,,,,,,,,1.07
Senator Shelley Moore Capito,senshelley,8057864757,GOVERNMENT_OFFICIAL,US,Proudly representing West Virginia in the United States Senate. ,2013-04-09 00:40:37 CEST,29171,55314,2021-04-24 20:15:51 CEST,2021-04-24,20:15:51,Native Video,216,69,93,6,2,5,31,0,9,1,owned,Yes,2496,2528,0,00:00:44,https://www.facebook.com/8057864757/posts/10159180059864758,Congress is supposed to negotiate and come together on the issues that our country is facing. Our framework is a good faith effort in the right direction towards bipartisan consensus on infrastructure.,https://www.facebook.com/senshelley/videos/163776145636118/,,,,,,,,1.07
Senator Joni Ernst,senjoniernst,351671691660938,GOVERNMENT_OFFICIAL,US,"Official account of Senator Joni Ernst for Iowa. Follow for updates from Joni and her staff.

If you have questions, concerns, or need assistance and would like a response, please click the ""Contact Us"" button above or visit www.ernst.senate.gov",2015-05-27 21:28:02 CEST,24190,61620,2021-04-23 18:52:13 CEST,2021-04-23,18:52:13,Link,451,327,54,24,36,1,5,0,0,4,,-,0,0,0,N/A,https://www.facebook.com/351671691660938/posts/1709103502584410,"I may be a U.S. Army veteran, but I’m sure proud of these U.S. Marine Corps women for making history! 💪🇺🇸 https://www.military.com/daily-news/2021/04/22/53-women-officially-become-marines-formerly-all-male-boot-camp.html",https://www.military.com/daily-news/2021/04/22/53-women-officially-become-marines-formerly-all-male-boot-camp.html,,,53 Women Officially Become Marines at Formerly All-Male Boot Camp,"The female platoon with Lima Company, 3rd Recruit Training Battalion won the final drill competition.",,,,1.07
Senator Shelley Moore Capito,senshelley,8057864757,GOVERNMENT_OFFICIAL,US,Proudly representing West Virginia in the United States Senate. ,2013-04-09 00:40:37 CEST,29155,55304,2021-04-15 23:09:02 CEST,2021-04-15,23:09:02,Photo,473,327,100,2,36,2,0,1,0,5,,-,0,0,0,N/A,https://www.facebook.com/8057864757/posts/10159158972489758,"Happy birthday to my granddaughter, Celia (11 ) and daughter-in-law, Laura (11+)! 🎉",https://www.facebook.com/senshelley/photos/a.10151895746984758/10159158972194758/?type=3,,,Photos from Senator Shelley Moore Capito's post,,,,,1.07
Senator Steve Daines,SteveDainesMT,185361254941832,GOVERNMENT_OFFICIAL,US,"Fifth-generation Montanan & father of four, serving the people of Montana in the U.S. Senate.
To contact me, please visit www.daines.senate.gov",2014-08-26 06:21:59 CEST,21761,34308,2021-04-23 23:05:23 CEST,2021-04-23,23:05:23,Photo,847,544,164,57,73,2,4,1,0,2,,-,0,0,0,N/A,https://www.facebook.com/185361254941832/posts/2386244094853526,Great time at Montana Silversmiths in Columbus this afternoon. They’re a great made in Montana business that was able to stay open thanks to the Paycheck Protection Program. They’re going strong!,https://www.facebook.com/SteveDainesMT/photos/a.633043680173585/2386243751520227/?type=3,,,Photos from Senator Steve Daines's post,,,,,1.07
Senator Mike Crapo,mikecrapo,80335332266,POLITICIAN,US,"Profane, derogatory, and comments with obscenities will be deleted. 

United States Senator for the State of Idaho. Visit my website at www.crapo.senate.gov ",2013-04-09 00:42:02 CEST,12074,28348,2021-04-22 22:02:15 CEST,2021-04-22,22:02:15,Link,147,54,68,4,0,6,13,1,0,1,,-,0,0,0,N/A,https://www.facebook.com/80335332266/posts/10158010937297267,"China is a potent challenge to the United States on several levels--economic, strategic & moral. We can work together to formulate an American policy that can effectively confront these challenges.",https://www.crapo.senate.gov/media/newsreleases/crapo-we-can-work-together-to-form-an-american-trade-policy-to-confront-china,,,Crapo: We Can Work Together to Form an American Trade Policy to Confront China | U.S. Senator Mike Crapo of Idaho,The Official U.S. Senate website of Senator Mike Crapo of Idaho,,,,1.07
Sen. Marsha Blackburn,marshablackburn,6470828395,GOVERNMENT_OFFICIAL,US,"Washington D.C.
B40B Dirksen Senate Office Building
Washington, DC 20510
Telephone (202) 224-3344

Chattanooga
10 West M. L. King Blvd., 6th Floor
Chattanooga, TN 37402
Telephone (423) 541-2939
 
Jackson
91 Stonebridge Blvd, Suite 103
Jackson, TN 38305
Telephone (731) 660-3971
 
Knoxville
800 Market Street, Suite 121
Knoxville, TN 37902
Telephone (865) 540-3781
 
Memphis
100 Peabody Place, Suite 1125
Memphis, TN 38103
Telephone (901) 527-9199
 
Tri-Cities
1105 East Jackson Blvd, Suite 4
Jonesborough, TN 37659
Telephone (423) 753-4009
 
Nashville
3322 West End Avenue Suite 610
Nashville, TN  37203
Phone: (629) 800-6600
Fax: (615) 298-2148",2013-04-09 00:41:56 CEST,92054,131534,2021-04-17 00:15:15 CEST,2021-04-17,00:15:15,Status,"3,340",536,1114,451,9,34,168,64,961,3,,-,0,0,0,N/A,https://www.facebook.com/6470828395/posts/10159121520388396,"This last week, House Democrats have introduced bills to: - pack the Supreme Court - eliminate the Electoral College The Democrats are working at full speed to silence the voters who disagree with their agenda.",,,,,,,,,1.06
Senator Ted Cruz,SenatorTedCruz,315496455229328,GOVERNMENT_OFFICIAL,US,Official Facebook page of U.S. Sen. Ted Cruz (R-TX). ,2014-08-18 20:43:36 CEST,1354791,1737775,2021-04-20 22:10:08 CEST,2021-04-20,22:10:08,Status,"27,229",9874,4107,4754,38,1769,451,578,5633,25,,-,0,0,0,N/A,https://www.facebook.com/315496455229328/posts/3835711069874498,"The Green New Deal would eliminate well over 1 million Texas jobs. Annual electricity costs would increase from $1,500 to $14,000. Simply put, the GND would be bad for Texas.",,,,,,,,,1.06
Senator Todd Young,SenatorToddYoung,186203844738421,GOVERNMENT_OFFICIAL,US,Representing Indiana in the U.S. Senate,2014-09-19 23:31:11 CEST,46928,100245,2021-04-23 21:23:04 CEST,2021-04-23,21:23:04,Native Video,367,99,207,7,3,1,36,1,11,2,owned,Yes,2599,2625,0,00:00:46,https://www.facebook.com/186203844738421/posts/6012158732142874,⬇️⬇️⬇️⬇️,https://www.facebook.com/SenatorToddYoung/videos/942975943170928/,,,,,,,,1.06
Senator Rob Portman,senrobportman,45243961073,GOVERNMENT_OFFICIAL,US,Follow our office on Twitter: http://twitter.com/senrobportman and on YouTube at www.youtube.com/senrobportman,2013-04-09 00:43:01 CEST,56788,139283,2021-04-14 04:19:10 CEST,2021-04-14,04:19:10,Photo,"1,241",342,416,29,20,0,2,250,9,173,,-,0,0,0,N/A,https://www.facebook.com/45243961073/posts/10158017984161074,"“Greater love has no one than this: to lay down one’s life for one’s friends.” Today we honor the life of Capitol Police Officer William Evans, who was killed in the line of duty a few wks ago. My prayers & deepest condolences are with Officer Evan’s family, friends & fellow officers.",https://www.facebook.com/senrobportman/photos/a.10151698814181074/10158017984096074/?type=3,,LIVE C-SPAN,,,,,,1.06
Senator Joni Ernst,senjoniernst,351671691660938,GOVERNMENT_OFFICIAL,US,"Official account of Senator Joni Ernst for Iowa. Follow for updates from Joni and her staff.

If you have questions, concerns, or need assistance and would like a response, please click the ""Contact Us"" button above or visit www.ernst.senate.gov",2015-05-27 21:28:02 CEST,24052,61523,2021-04-09 20:46:50 CEST,2021-04-09,20:46:50,Photo,410,193,152,10,13,4,27,4,6,1,,-,0,0,0,N/A,https://www.facebook.com/351671691660938/posts/1698796026948491,"Joined Lieutenant Governor Adam Gregg & Rep. Miller-Meeks in Wapello County today for a historic ribbon cutting ceremony for the Wapello Solar Facility. This new project will help grow jobs and deliver reliable, affordable energy to thousands of Iowans. Iowa continues to lead the way in renewable energy! #99CountyTour",https://www.facebook.com/senjoniernst/photos/a.447912032036903/1698795870281840/?type=3,,,Photos from Senator Joni Ernst's post,,,,,1.06
"Senator Roger Marshall, M.D.",RogerMarshallMD,232404617204556,GOVERNMENT_OFFICIAL,US,"Senator Roger Marshall, M.D. (R) is a U.S. Senator for the State of Kansas
",2017-01-06 15:19:01 CET,49218,54045,2021-04-10 15:50:00 CEST,2021-04-10,15:50:00,Photo,944,668,133,48,81,2,2,0,1,9,,-,0,0,0,N/A,https://www.facebook.com/232404617204556/posts/1212227462555595,"Had an opportunity to thank Hutchinson Fire Chief Beer and members of his team for their tireless work to keep Hutchinson and Reno County safe. Last week, amid 50-60 mph winds, Hutchinson Fire crews fought two separate fires. They saved more than 100 structures worth more than $18 million. Spring is always a difficult season for fires and as the son of a police and fire chief, I will be forever grateful for the work our firefighters do to keep us safe.",https://www.facebook.com/RogerMarshallMD/photos/a.241636129614738/1212227115888963/?type=3,,,,,,,,1.06
Senator Tom Cotton,SenatorTomCotton,120355701459307,GOVERNMENT_OFFICIAL,US,Proudly serving the state of Arkansas in the United States Senate. ,2014-09-03 23:55:52 CEST,130221,182296,2021-04-15 22:19:35 CEST,2021-04-15,22:19:35,Native Video,"1,616",1184,129,188,88,6,13,1,5,2,owned,Yes,10270,12641,0,00:03:52,https://www.facebook.com/120355701459307/posts/1859881180840075,"Inmates shouldn’t be able to commit crimes from inside their prison cells, but contraband cellphones allow them to do just that. My bill will allow state and federal prisons to use cellphone jamming technology to stop them.",https://www.facebook.com/SenatorTomCotton/videos/893571554557496/,,,,,,,,1.06
